Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc
711458583,Silver,125,1,85,26-02-2023,Week-9,Q1,2023,34516.0,1349.0,8582,106,0.0390,Swipe ,Fuel,1458.94,0
711459483,Blue,440,0,83,26-02-2023,Week-9,Q1,2023,2242.0,0.0,4845,66,0.0000,Swipe ,Entertainment,1356.60,0
711460458,Blue,150,0,69,26-02-2023,Week-9,Q1,2023,10973.0,0.0,10583,75,0.0000,Chip ,Travel,1904.94,0
711461658,Blue,125,1,92,26-02-2023,Week-9,Q1,2023,3291.0,1197.0,3228,82,0.3640,Swipe ,Bills,742.44,0
711465333,Blue,480,0,114,26-02-2023,Week-9,Q1,2023,24250.0,0.0,12593,99,0.0000,Swipe ,Food,1385.23,0
711466533,Blue,195,0,70,26-02-2023,Week-9,Q1,2023,3933.0,852.0,1489,45,0.2170,Swipe ,Bills,416.92,0
711468708,Blue,470,1,72,26-02-2023,Week-9,Q1,2023,1438.3,0.0,1986,52,0.0000,Chip ,Bills,575.94,0
711473058,Blue,250,1,90,26-02-2023,Week-9,Q1,2023,11651.0,1368.0,3870,64,0.1170,Swipe ,Bills,387.00,0
711474333,Blue,245,0,67,26-02-2023,Week-9,Q1,2023,1614.0,0.0,1690,38,0.0000,Swipe ,Fuel,236.60,0
711478233,Blue,385,0,131,26-02-2023,Week-9,Q1,2023,2652.0,2496.0,3691,58,0.9410,Swipe ,Grocery,922.75,0
711480108,Blue,410,1,88,26-02-2023,Week-9,Q1,2023,5335.0,2145.0,1888,43,0.4020,Swipe ,Travel,358.72,0
711481533,Blue,200,1,97,26-02-2023,Week-9,Q1,2023,5926.0,1251.0,1316,28,0.2110,Swipe ,Travel,381.64,0
711487533,Blue,365,0,84,26-02-2023,Week-9,Q1,2023,1438.3,0.0,1687,38,0.0000,Swipe ,Bills,404.88,0
711491283,Blue,380,0,64,26-02-2023,Week-9,Q1,2023,1975.0,1264.0,2959,63,0.6400,Chip ,Grocery,532.62,0
711492258,Blue,200,1,115,26-02-2023,Week-9,Q1,2023,2021.0,1578.0,5298,71,0.7810,Swipe ,Food,1536.42,0
711493158,Blue,375,1,156,26-02-2023,Week-9,Q1,2023,2801.0,2467.0,4926,90,0.8810,Chip ,Grocery,689.64,0
711494208,Blue,340,0,99,26-02-2023,Week-9,Q1,2023,2846.0,1606.0,5092,86,0.5640,Swipe ,Entertainment,458.28,0
711497283,Blue,220,0,91,26-02-2023,Week-9,Q1,2023,2708.0,1616.0,4237,87,0.5970,Swipe ,Grocery,1143.99,0
711498258,Blue,245,1,73,26-02-2023,Week-9,Q1,2023,20311.0,1655.0,1266,34,0.0810,Swipe ,Bills,341.82,0
711499158,Silver,220,0,67,26-02-2023,Week-9,Q1,2023,34516.0,733.0,3018,60,0.0210,Swipe ,Bills,482.88,0
711502908,Blue,370,1,86,26-02-2023,Week-9,Q1,2023,7532.0,0.0,3550,68,0.0000,Swipe ,Entertainment,248.50,0
711505308,Blue,425,0,119,26-02-2023,Week-9,Q1,2023,2636.0,1619.0,4727,83,0.6140,Chip ,Entertainment,661.78,0
711507783,Blue,150,0,116,26-02-2023,Week-9,Q1,2023,1694.0,0.0,1930,41,0.0000,Chip ,Entertainment,540.40,0
711508608,Blue,390,0,86,26-02-2023,Week-9,Q1,2023,3069.0,1482.0,4351,74,0.4830,Chip ,Fuel,652.65,0
711509658,Blue,200,0,113,26-02-2023,Week-9,Q1,2023,11374.0,2517.0,1088,26,0.2210,Swipe ,Fuel,184.96,0
711515433,Blue,200,0,122,26-02-2023,Week-9,Q1,2023,2850.0,2517.0,4320,85,0.8830,Chip ,Fuel,432.00,0
711516783,Blue,435,0,145,26-02-2023,Week-9,Q1,2023,2155.0,1119.0,5441,91,0.5190,Swipe ,Fuel,1360.25,0
711521958,Blue,420,0,95,26-02-2023,Week-9,Q1,2023,1588.0,1506.0,4660,68,0.9480,Swipe ,Bills,466.00,0
711523533,Platinum,100,0,106,26-02-2023,Week-9,Q1,2023,17230.0,1805.0,14781,130,0.1050,Swipe ,Grocery,1773.72,0
711525033,Blue,490,1,87,26-02-2023,Week-9,Q1,2023,3171.0,2179.0,1946,38,0.6870,Swipe ,Travel,311.36,0
711526533,Blue,475,0,76,26-02-2023,Week-9,Q1,2023,16434.0,2104.0,1726,37,0.1280,Swipe ,Bills,431.50,1
711527508,Blue,250,1,98,26-02-2023,Week-9,Q1,2023,8583.0,0.0,1794,31,0.0000,Chip ,Entertainment,322.92,1
711529383,Blue,195,1,105,26-02-2023,Week-9,Q1,2023,6602.0,1224.0,3163,73,0.1850,Online ,Fuel,379.56,1
711531858,Blue,450,0,55,26-02-2023,Week-9,Q1,2023,2447.0,1267.0,2132,37,0.5180,Chip ,Entertainment,191.88,1
711533058,Blue,415,1,115,26-02-2023,Week-9,Q1,2023,3347.0,2240.0,5533,85,0.6690,Swipe ,Entertainment,663.96,1
711534183,Blue,360,1,75,26-02-2023,Week-9,Q1,2023,28830.0,0.0,3533,57,0.0000,Swipe ,Bills,918.58,1
711535158,Blue,275,1,68,26-02-2023,Week-9,Q1,2023,2197.0,461.0,1955,42,0.2100,Chip ,Bills,566.95,1
711538758,Blue,440,0,72,26-02-2023,Week-9,Q1,2023,24657.0,633.0,1954,46,0.0260,Swipe ,Bills,156.32,0
711540108,Blue,125,1,80,26-02-2023,Week-9,Q1,2023,1438.3,0.0,2316,48,0.0000,Swipe ,Bills,648.48,0
711542358,Gold,440,1,105,26-02-2023,Week-9,Q1,2023,15987.0,1187.0,7471,88,0.0740,Swipe ,Grocery,1793.04,0
711546333,Blue,490,1,96,26-02-2023,Week-9,Q1,2023,7958.0,1559.0,4962,72,0.1960,Online ,Grocery,893.16,0
711549408,Blue,300,1,103,26-02-2023,Week-9,Q1,2023,1507.0,961.0,4126,90,0.6380,Online ,Travel,907.72,0
711550983,Blue,175,0,110,26-02-2023,Week-9,Q1,2023,11343.0,1175.0,8313,107,0.1040,Swipe ,Fuel,914.43,0
711551958,Blue,420,1,103,26-02-2023,Week-9,Q1,2023,1438.3,0.0,844,24,0.0000,Swipe ,Bills,236.32,0
711553308,Blue,430,0,112,26-02-2023,Week-9,Q1,2023,1438.3,750.0,4542,88,0.5210,Swipe ,Food,317.94,0
711555483,Blue,300,0,112,26-02-2023,Week-9,Q1,2023,8777.0,2517.0,4551,83,0.2870,Online ,Fuel,364.08,0
711556533,Blue,415,0,80,26-02-2023,Week-9,Q1,2023,9851.0,0.0,1212,24,0.0000,Swipe ,Fuel,266.64,0
711557508,Blue,395,0,83,26-02-2023,Week-9,Q1,2023,3532.0,764.0,4066,74,0.2160,Chip ,Food,1179.14,0
711559008,Blue,445,1,103,26-02-2023,Week-9,Q1,2023,11642.0,1501.0,9137,92,0.1290,Swipe ,Grocery,2375.62,0
711560058,Blue,410,0,171,26-02-2023,Week-9,Q1,2023,2465.0,1334.0,4806,83,0.5410,Swipe ,Fuel,1297.62,0
711561108,Blue,125,0,56,26-02-2023,Week-9,Q1,2023,16335.0,892.0,2733,71,0.0550,Swipe ,Fuel,464.61,0
711561933,Blue,365,0,107,26-02-2023,Week-9,Q1,2023,2201.0,1420.0,4256,70,0.6450,Chip ,Grocery,510.72,0
711562833,Blue,125,1,81,26-02-2023,Week-9,Q1,2023,12634.0,0.0,717,18,0.0000,Swipe ,Entertainment,57.36,0
711566208,Blue,365,0,68,26-02-2023,Week-9,Q1,2023,5023.0,1857.0,14111,98,0.3700,Chip ,Grocery,846.66,0
711567333,Blue,300,0,117,26-02-2023,Week-9,Q1,2023,2834.0,1720.0,4581,70,0.6070,Chip ,Entertainment,1145.25,0
711569433,Blue,175,1,138,26-02-2023,Week-9,Q1,2023,9648.0,1926.0,1083,22,0.2000,Swipe ,Bills,140.79,0
711571383,Blue,270,0,114,26-02-2023,Week-9,Q1,2023,6118.0,1092.0,4434,81,0.1780,Chip ,Food,753.78,0
711574008,Blue,250,0,67,26-02-2023,Week-9,Q1,2023,21390.0,0.0,2477,59,0.0000,Swipe ,Entertainment,470.63,0
711575058,Blue,250,1,57,26-02-2023,Week-9,Q1,2023,2956.0,2411.0,1896,31,0.8160,Swipe ,Travel,417.12,0
711577458,Blue,320,1,115,26-02-2023,Week-9,Q1,2023,3244.0,1855.0,8087,95,0.5720,Swipe ,Bills,1051.31,0
711578658,Blue,395,1,140,26-02-2023,Week-9,Q1,2023,6380.0,2517.0,13945,97,0.3950,Swipe ,Food,4044.05,0
711580908,Blue,280,0,93,26-02-2023,Week-9,Q1,2023,3028.0,2258.0,4119,81,0.7460,Swipe ,Entertainment,782.61,0
711583458,Blue,490,0,80,26-02-2023,Week-9,Q1,2023,1438.3,0.0,4913,82,0.0000,Swipe ,Entertainment,1031.73,0
711587433,Blue,245,0,106,26-02-2023,Week-9,Q1,2023,10714.0,2407.0,4328,71,0.2250,Swipe ,Grocery,1211.84,0
711588708,Blue,250,1,100,26-02-2023,Week-9,Q1,2023,1438.3,458.0,1863,42,0.3180,Chip ,Bills,353.97,0
711589758,Blue,445,0,103,26-02-2023,Week-9,Q1,2023,4162.0,1641.0,3967,75,0.3940,Swipe ,Grocery,317.36,0
711593808,Blue,440,1,50,26-02-2023,Week-9,Q1,2023,1438.3,0.0,888,18,0.0000,Swipe ,Bills,133.20,0
711594858,Blue,245,1,79,26-02-2023,Week-9,Q1,2023,2936.0,1297.0,4509,70,0.4420,Swipe ,Fuel,1037.07,0
711595833,Blue,420,1,45,26-02-2023,Week-9,Q1,2023,9981.0,807.0,1456,30,0.0810,Swipe ,Bills,291.20,0
711597183,Blue,245,1,49,26-02-2023,Week-9,Q1,2023,1452.0,0.0,4571,72,0.0000,Chip ,Entertainment,1325.59,0
711598533,Blue,280,0,69,26-02-2023,Week-9,Q1,2023,4255.0,1729.0,3607,75,0.4060,Swipe ,Fuel,757.47,0
711600033,Silver,200,0,164,26-02-2023,Week-9,Q1,2023,10729.0,0.0,14364,108,0.0000,Chip ,Food,2010.96,0
711605208,Blue,450,0,79,26-02-2023,Week-9,Q1,2023,1438.3,0.0,1958,47,0.0000,Swipe ,Food,509.08,0
711606558,Blue,125,0,116,26-02-2023,Week-9,Q1,2023,1909.0,866.0,4697,83,0.4540,Chip ,Grocery,516.67,0
711607833,Blue,175,0,96,26-02-2023,Week-9,Q1,2023,2810.0,2384.0,4875,97,0.8480,Chip ,Entertainment,1170.00,0
711608958,Blue,200,1,118,26-02-2023,Week-9,Q1,2023,2071.0,1035.0,4092,74,0.5000,Swipe ,Bills,777.48,0
711613308,Blue,100,1,160,05-03-2023,Week-10,Q1,2023,2236.0,710.0,2562,38,0.3180,Swipe ,Grocery,384.30,0
711614658,Blue,370,1,90,05-03-2023,Week-10,Q1,2023,2258.0,1338.0,2511,55,0.5930,Swipe ,Fuel,175.77,0
711615933,Blue,245,0,98,05-03-2023,Week-10,Q1,2023,28170.0,1859.0,1013,28,0.0660,Swipe ,Bills,283.64,0
711619608,Blue,480,0,102,05-03-2023,Week-10,Q1,2023,21630.0,0.0,4584,84,0.0000,Chip ,Food,1100.16,0
711622683,Blue,325,1,69,05-03-2023,Week-10,Q1,2023,7712.0,1387.0,1597,39,0.1800,Swipe ,Bills,415.22,0
711625683,Blue,495,1,95,05-03-2023,Week-10,Q1,2023,3104.0,862.0,2781,74,0.2780,Swipe ,Entertainment,444.96,0
711626658,Blue,125,0,70,05-03-2023,Week-10,Q1,2023,1930.0,0.0,1971,45,0.0000,Chip ,Fuel,315.36,0
711627558,Blue,150,1,67,05-03-2023,Week-10,Q1,2023,1625.0,912.0,3968,73,0.5610,Chip ,Bills,1031.68,0
711628458,Blue,480,1,128,05-03-2023,Week-10,Q1,2023,8829.0,901.0,1902,45,0.1020,Swipe ,Bills,266.28,0
711629733,Blue,410,1,82,05-03-2023,Week-10,Q1,2023,5371.0,1499.0,3282,66,0.2790,Chip ,Food,754.86,0
711631158,Blue,395,1,87,05-03-2023,Week-10,Q1,2023,1438.3,869.0,4664,77,0.6040,Swipe ,Bills,326.48,0
711634008,Blue,250,1,103,05-03-2023,Week-10,Q1,2023,5821.0,0.0,4591,70,0.0000,Chip ,Entertainment,459.10,0
711635358,Blue,385,1,43,05-03-2023,Week-10,Q1,2023,7291.0,2517.0,2198,56,0.3450,Swipe ,Entertainment,483.56,0
711636558,Blue,100,0,96,05-03-2023,Week-10,Q1,2023,2711.0,2073.0,1567,42,0.7650,Swipe ,Travel,156.70,0
711637458,Blue,400,1,122,05-03-2023,Week-10,Q1,2023,2228.0,0.0,2523,45,0.0000,Swipe ,Entertainment,504.60,0
711638658,Blue,245,1,153,05-03-2023,Week-10,Q1,2023,8650.0,1929.0,2878,63,0.2230,Swipe ,Entertainment,546.82,0
711639708,Blue,225,1,101,05-03-2023,Week-10,Q1,2023,1438.3,0.0,1794,45,0.0000,Swipe ,Grocery,287.04,0
711642108,Blue,300,1,123,05-03-2023,Week-10,Q1,2023,4016.0,917.0,2572,35,0.2280,Swipe ,Fuel,720.16,0
711643458,Blue,455,0,80,05-03-2023,Week-10,Q1,2023,1438.3,0.0,1439,41,0.0000,Swipe ,Bills,359.75,0
711644508,Blue,270,1,70,05-03-2023,Week-10,Q1,2023,12182.0,1136.0,2295,63,0.0930,Online ,Bills,573.75,0
711646908,Blue,365,0,103,05-03-2023,Week-10,Q1,2023,7821.0,2517.0,2010,43,0.3220,Chip ,Grocery,140.70,0
711647808,Blue,345,1,93,05-03-2023,Week-10,Q1,2023,2069.0,1028.0,4414,82,0.4970,Swipe ,Bills,1280.06,0
711648708,Blue,285,1,111,05-03-2023,Week-10,Q1,2023,25666.0,756.0,4088,84,0.0290,Swipe ,Travel,490.56,0
711649908,Blue,475,0,101,05-03-2023,Week-10,Q1,2023,1438.3,1055.0,4208,67,0.7340,Chip ,Bills,1094.08,0
711654558,Blue,280,1,109,05-03-2023,Week-10,Q1,2023,2179.0,1632.0,4025,69,0.7490,Chip ,Bills,805.00,0
711655683,Silver,345,1,119,05-03-2023,Week-10,Q1,2023,25991.0,0.0,2996,62,0.0000,Chip ,Food,719.04,0
711657783,Blue,225,1,74,05-03-2023,Week-10,Q1,2023,1438.3,0.0,4617,67,0.0000,Chip ,Bills,554.04,0
711658758,Blue,95,1,82,05-03-2023,Week-10,Q1,2023,2069.0,1101.0,7307,82,0.5320,Swipe ,Food,1972.89,0
711659958,Blue,200,1,109,05-03-2023,Week-10,Q1,2023,2692.0,1869.0,1594,36,0.6940,Swipe ,Entertainment,127.52,0
711663858,Gold,190,1,89,05-03-2023,Week-10,Q1,2023,20030.0,1204.0,15862,127,0.0600,Chip ,Travel,4124.12,0
711666708,Blue,175,1,85,05-03-2023,Week-10,Q1,2023,2233.0,1790.0,2888,50,0.8020,Online ,Fuel,808.64,0
711668283,Blue,290,1,75,05-03-2023,Week-10,Q1,2023,30948.0,2404.0,1511,35,0.0780,Swipe ,Fuel,226.65,0
711669258,Blue,175,1,133,05-03-2023,Week-10,Q1,2023,3187.0,986.0,2381,47,0.3090,Swipe ,Grocery,261.91,0
711670308,Blue,300,1,98,05-03-2023,Week-10,Q1,2023,6006.0,1576.0,3199,65,0.2620,Swipe ,Grocery,319.90,0
711671058,Blue,220,1,71,05-03-2023,Week-10,Q1,2023,1438.3,0.0,2171,38,0.0000,Online ,Entertainment,607.88,0
711673983,Blue,285,1,106,05-03-2023,Week-10,Q1,2023,18721.0,1568.0,4537,81,0.0840,Chip ,Travel,544.44,0
711675108,Blue,175,0,100,05-03-2023,Week-10,Q1,2023,4075.0,2189.0,3956,71,0.5370,Chip ,Entertainment,830.76,0
711676008,Blue,200,1,102,05-03-2023,Week-10,Q1,2023,2019.0,991.0,3603,59,0.4910,Swipe ,Bills,900.75,0
711676908,Blue,250,0,97,05-03-2023,Week-10,Q1,2023,12605.0,1449.0,1870,56,0.1150,Swipe ,Fuel,467.50,0
711679533,Blue,455,1,63,05-03-2023,Week-10,Q1,2023,5569.0,968.0,2600,60,0.1740,Swipe ,Grocery,338.00,0
711683358,Blue,490,0,87,05-03-2023,Week-10,Q1,2023,3313.0,0.0,2135,44,0.0000,Swipe ,Bills,128.10,0
711684408,Blue,290,1,127,05-03-2023,Week-10,Q1,2023,4935.0,1574.0,8527,84,0.3190,Chip ,Entertainment,2131.75,0
711685758,Blue,125,1,109,05-03-2023,Week-10,Q1,2023,3334.0,1151.0,4791,101,0.3450,Swipe ,Bills,1197.75,0
711686658,Silver,455,1,76,05-03-2023,Week-10,Q1,2023,34516.0,1417.0,16579,109,0.0410,Chip ,Grocery,4144.75,0
711688158,Blue,200,1,88,05-03-2023,Week-10,Q1,2023,11760.0,2306.0,1498,49,0.1960,Swipe ,Bills,344.54,0
711688983,Blue,125,1,97,05-03-2023,Week-10,Q1,2023,21382.0,1692.0,3060,66,0.0790,Chip ,Grocery,795.60,0
711691608,Blue,425,1,136,05-03-2023,Week-10,Q1,2023,2881.0,2450.0,2450,49,0.8500,Swipe ,Food,686.00,0
711692508,Blue,190,1,138,05-03-2023,Week-10,Q1,2023,1438.3,0.0,1154,22,0.0000,Swipe ,Entertainment,230.80,0
711694083,Blue,375,0,165,05-03-2023,Week-10,Q1,2023,3030.0,1251.0,4724,71,0.4130,Swipe ,Food,377.92,0
711697158,Blue,350,0,94,05-03-2023,Week-10,Q1,2023,1976.0,1311.0,1498,43,0.6630,Swipe ,Bills,359.52,0
711699183,Blue,300,1,85,05-03-2023,Week-10,Q1,2023,7261.0,1079.0,3723,58,0.1490,Swipe ,Fuel,595.68,0
711700158,Blue,100,0,79,05-03-2023,Week-10,Q1,2023,1580.0,620.0,4384,70,0.3920,Chip ,Entertainment,394.56,0
711701058,Silver,125,0,104,05-03-2023,Week-10,Q1,2023,10973.0,1466.0,4892,94,0.1340,Online ,Food,929.48,0
711701958,Blue,380,1,115,05-03-2023,Week-10,Q1,2023,11367.0,1999.0,4175,63,0.1760,Swipe ,Fuel,584.50,0
711706458,Blue,400,1,77,05-03-2023,Week-10,Q1,2023,24134.0,1290.0,13311,110,0.0530,Swipe ,Grocery,2928.42,1
711708408,Blue,150,1,97,05-03-2023,Week-10,Q1,2023,4798.0,0.0,3967,72,0.0000,Swipe ,Entertainment,753.73,1
711709683,Blue,225,1,72,05-03-2023,Week-10,Q1,2023,3506.0,1405.0,1999,48,0.4010,Online ,Bills,479.76,1
711711483,Blue,175,1,129,05-03-2023,Week-10,Q1,2023,2800.0,2448.0,1433,40,0.8740,Swipe ,Entertainment,157.63,1
711712983,Blue,175,0,108,05-03-2023,Week-10,Q1,2023,15982.0,0.0,4503,80,0.0000,Chip ,Fuel,900.60,1
711716133,Blue,465,1,73,05-03-2023,Week-10,Q1,2023,1585.0,1381.0,2360,40,0.8710,Swipe ,Bills,212.40,1
711717258,Blue,325,0,110,05-03-2023,Week-10,Q1,2023,4036.0,1329.0,5315,82,0.3290,Swipe ,Entertainment,1435.05,1
711720408,Platinum,125,0,120,05-03-2023,Week-10,Q1,2023,9070.0,1273.0,15211,129,0.1400,Chip ,Food,1521.10,0
711721458,Blue,225,1,84,05-03-2023,Week-10,Q1,2023,1438.3,0.0,2329,43,0.0000,Chip ,Grocery,675.41,0
711722808,Blue,100,1,95,05-03-2023,Week-10,Q1,2023,1483.0,0.0,2520,40,0.0000,Swipe ,Bills,327.60,0
711724083,Blue,125,0,95,05-03-2023,Week-10,Q1,2023,1835.0,1647.0,1903,44,0.8980,Swipe ,Grocery,551.87,0
711727083,Blue,175,1,50,05-03-2023,Week-10,Q1,2023,2833.0,1622.0,14341,101,0.5730,Swipe ,Food,3585.25,0
711728208,Blue,405,0,99,05-03-2023,Week-10,Q1,2023,34516.0,0.0,4143,68,0.0000,Swipe ,Fuel,1035.75,0
711733308,Blue,220,0,78,05-03-2023,Week-10,Q1,2023,1839.0,0.0,4930,91,0.0000,Swipe ,Food,1232.50,0
711734508,Blue,250,1,96,05-03-2023,Week-10,Q1,2023,9959.0,1209.0,1584,28,0.1210,Swipe ,Bills,126.72,0
711736083,Blue,425,1,91,05-03-2023,Week-10,Q1,2023,6769.0,274.0,4885,54,0.0400,Swipe ,Entertainment,683.90,0
711738333,Blue,455,0,85,05-03-2023,Week-10,Q1,2023,7567.0,1776.0,2361,45,0.2350,Swipe ,Fuel,188.88,0
711740508,Blue,250,1,88,05-03-2023,Week-10,Q1,2023,2661.0,1575.0,4615,82,0.5920,Chip ,Bills,323.05,0
711741708,Blue,335,1,121,05-03-2023,Week-10,Q1,2023,7591.0,0.0,2302,42,0.0000,Chip ,Fuel,483.42,0
711742758,Blue,295,1,87,05-03-2023,Week-10,Q1,2023,11508.0,0.0,5242,74,0.0000,Swipe ,Food,471.78,0
711743883,Blue,280,1,165,05-03-2023,Week-10,Q1,2023,4026.0,0.0,1237,32,0.0000,Swipe ,Travel,123.70,0
711745233,Blue,395,1,97,05-03-2023,Week-10,Q1,2023,13894.0,0.0,9351,69,0.0000,Chip ,Travel,748.08,0
711746133,Blue,385,0,145,05-03-2023,Week-10,Q1,2023,32563.0,0.0,9220,81,0.0000,Chip ,Food,829.80,0
711748983,Blue,190,1,66,05-03-2023,Week-10,Q1,2023,7906.0,1631.0,1946,45,0.2060,Swipe ,Bills,214.06,0
711750183,Gold,245,1,118,05-03-2023,Week-10,Q1,2023,15987.0,1345.0,3640,56,0.0840,Swipe ,Entertainment,618.80,0
711751533,Blue,465,1,88,05-03-2023,Week-10,Q1,2023,2447.0,1973.0,4784,75,0.8060,Online ,Bills,287.04,0
711757383,Blue,245,0,89,05-03-2023,Week-10,Q1,2023,2240.0,0.0,1905,39,0.0000,Swipe ,Bills,533.40,0
711762408,Blue,300,0,72,05-03-2023,Week-10,Q1,2023,2243.0,0.0,4023,63,0.0000,Swipe ,Fuel,522.99,0
711764733,Silver,480,0,91,05-03-2023,Week-10,Q1,2023,19704.0,0.0,7766,81,0.0000,Swipe ,Grocery,1320.22,0
711765708,Blue,225,1,91,05-03-2023,Week-10,Q1,2023,6690.0,1912.0,3875,60,0.2860,Swipe ,Food,581.25,0
711766758,Blue,125,0,86,05-03-2023,Week-10,Q1,2023,1531.0,987.0,4373,67,0.6450,Swipe ,Entertainment,262.38,0
711768858,Blue,430,0,97,05-03-2023,Week-10,Q1,2023,6514.0,2258.0,1383,20,0.3470,Swipe ,Bills,318.09,0
711772008,Blue,245,0,119,05-03-2023,Week-10,Q1,2023,1890.0,666.0,1483,36,0.3520,Swipe ,Entertainment,237.28,0
711772983,Blue,320,1,105,05-03-2023,Week-10,Q1,2023,1849.0,1293.0,4678,71,0.6990,Swipe ,Bills,1029.16,0
711775383,Blue,375,1,52,05-03-2023,Week-10,Q1,2023,2466.0,0.0,4059,66,0.0000,Swipe ,Entertainment,690.03,0
711776433,Blue,350,0,74,05-03-2023,Week-10,Q1,2023,23622.0,1153.0,2574,65,0.0490,Swipe ,Entertainment,180.18,0
711777633,Blue,455,1,111,05-03-2023,Week-10,Q1,2023,5784.0,0.0,4173,80,0.0000,Swipe ,Entertainment,1168.44,0
711780108,Blue,480,1,109,05-03-2023,Week-10,Q1,2023,4120.0,1578.0,4792,81,0.3830,Online ,Bills,575.04,0
711781233,Blue,150,1,67,05-03-2023,Week-10,Q1,2023,1882.0,0.0,5221,87,0.0000,Chip ,Bills,522.10,0
711782733,Blue,410,1,72,05-03-2023,Week-10,Q1,2023,3097.0,827.0,1390,24,0.2670,Swipe ,Bills,361.40,0
711783483,Blue,150,1,149,05-03-2023,Week-10,Q1,2023,5162.0,984.0,3562,72,0.1910,Swipe ,Entertainment,890.50,0
711784908,Blue,365,1,114,05-03-2023,Week-10,Q1,2023,3322.0,2517.0,3913,86,0.7580,Swipe ,Entertainment,547.82,0
711786108,Blue,340,1,61,05-03-2023,Week-10,Q1,2023,7187.0,2014.0,1159,26,0.2800,Swipe ,Travel,115.90,0
711787383,Blue,125,0,120,05-03-2023,Week-10,Q1,2023,1960.0,1428.0,3782,64,0.7290,Swipe ,Fuel,264.74,0
711788583,Gold,95,1,102,05-03-2023,Week-10,Q1,2023,3466.0,1444.0,15075,124,0.4170,Chip ,Travel,3768.75,0
711790308,Blue,250,1,109,05-03-2023,Week-10,Q1,2023,2223.0,632.0,2538,49,0.2840,Swipe ,Grocery,532.98,0
711791583,Blue,175,0,56,05-03-2023,Week-10,Q1,2023,2317.0,0.0,884,19,0.0000,Swipe ,Grocery,229.84,0
711792783,Blue,125,1,119,05-03-2023,Week-10,Q1,2023,2032.0,1195.0,4479,80,0.5880,Swipe ,Fuel,1074.96,0
711794358,Blue,110,0,90,05-03-2023,Week-10,Q1,2023,21398.0,0.0,3119,53,0.0000,Swipe ,Grocery,374.28,0
711795633,Blue,400,0,83,05-03-2023,Week-10,Q1,2023,3675.0,0.0,3798,53,0.0000,Chip ,Fuel,873.54,0
711796683,Blue,490,1,98,05-03-2023,Week-10,Q1,2023,7398.0,1581.0,4311,73,0.2140,Chip ,Grocery,258.66,0
711799458,Blue,445,0,117,05-03-2023,Week-10,Q1,2023,6507.0,1452.0,4544,89,0.2230,Chip ,Entertainment,363.52,0
711800658,Blue,150,1,91,05-03-2023,Week-10,Q1,2023,2145.0,0.0,2465,42,0.0000,Swipe ,Food,566.95,0
711801933,Blue,290,0,118,05-03-2023,Week-10,Q1,2023,1438.3,0.0,2092,42,0.0000,Chip ,Fuel,271.96,0
711802758,Blue,175,1,114,05-03-2023,Week-10,Q1,2023,6128.0,1895.0,1700,42,0.3090,Swipe ,Grocery,391.00,0
711807333,Blue,320,1,115,05-03-2023,Week-10,Q1,2023,1438.3,0.0,3948,84,0.0000,Swipe ,Entertainment,1105.44,0
711808383,Blue,460,0,92,05-03-2023,Week-10,Q1,2023,6362.0,1709.0,4476,85,0.2690,Swipe ,Entertainment,760.92,0
711809283,Blue,150,0,119,05-03-2023,Week-10,Q1,2023,1868.0,1515.0,2229,35,0.8110,Swipe ,Bills,133.74,0
711813258,Gold,245,0,94,05-03-2023,Week-10,Q1,2023,34516.0,2022.0,13633,116,0.0590,Swipe ,Food,2317.61,0
711814608,Silver,400,1,135,05-03-2023,Week-10,Q1,2023,19281.0,1805.0,15423,110,0.0940,Online ,Food,2313.45,0
711816108,Blue,455,1,96,05-03-2023,Week-10,Q1,2023,18563.0,0.0,2395,45,0.0000,Swipe ,Entertainment,598.75,0
711817158,Blue,290,1,92,05-03-2023,Week-10,Q1,2023,3143.0,1075.0,2510,57,0.3420,Swipe ,Bills,351.40,0
711819708,Blue,470,0,89,05-03-2023,Week-10,Q1,2023,4734.0,2517.0,2275,55,0.5320,Swipe ,Entertainment,136.50,0
711822933,Blue,400,0,117,05-03-2023,Week-10,Q1,2023,2985.0,1651.0,14187,103,0.5530,Chip ,Food,1418.70,0
711824358,Blue,405,1,151,05-03-2023,Week-10,Q1,2023,3228.0,0.0,4524,70,0.0000,Chip ,Grocery,271.44,0
711825558,Blue,190,1,80,05-03-2023,Week-10,Q1,2023,1518.0,1115.0,3595,65,0.7350,Swipe ,Entertainment,215.70,0
711826983,Blue,150,1,83,05-03-2023,Week-10,Q1,2023,5822.0,0.0,3240,38,0.0000,Swipe ,Food,874.80,0
711827958,Blue,245,1,53,05-03-2023,Week-10,Q1,2023,5100.0,1970.0,1032,26,0.3860,Swipe ,Fuel,278.64,0
711830433,Blue,410,1,105,05-03-2023,Week-10,Q1,2023,7926.0,1051.0,7677,87,0.1330,Online ,Fuel,460.62,0
711831558,Blue,330,1,88,05-03-2023,Week-10,Q1,2023,7184.0,1207.0,3244,58,0.1680,Swipe ,Entertainment,940.76,0
